QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	-35.363262	149.165237	584.149963	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362029	149.165547	100.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362029	149.165534	100.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362081	149.165534	100.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362123	149.165521	100.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362239	149.165496	100.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362049	149.165573	100.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362123	149.165689	100.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362102	149.165599	100.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.361206	149.164410	100.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.360531	149.165457	100.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.361438	149.167176	100.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.360710	149.167978	100.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.360299	149.167112	100.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362007	149.165560	100.000000	1
